"county","class","practice","cps","implementation","total_ghg_co2"
"Stevens","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Beef Feedlot Manure on Irrigated Croplands",0.090480308
"Stevens","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Beef Feedlot Manure on Non-Irrigated Croplands",0.305235625
"Stevens","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Broiler Manure on Irrigated Croplands",0.057595979
"Stevens","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Broiler Manure on Non-Irrigated Croplands",0.237823655
"Stevens","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Layer Manure on Irrigated Croplands",0.057595979
"Stevens","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Layer Manure on Non-Irrigated Croplands",0.237823655
"Stevens","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 10) on Irrigated Croplands",0.052314069
"Stevens","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 10) on Non-Irrigated Croplands",0.275629984
"Stevens","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 15) on Irrigated Croplands",0.113020363
"Stevens","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 15) on Non-Irrigated Croplands",0.358911456
"Stevens","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 20) on Irrigated Croplands",0.165780703
"Stevens","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 20) on Non-Irrigated Croplands",0.455618404
"Stevens","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 25) on Irrigated Croplands",0.184692999
"Stevens","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 25) on Non-Irrigated Croplands",0.535488986
"Stevens","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Dairy Manure on Irrigated Croplands",0.088126311
"Stevens","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Dairy Manure on Non-Irrigated Croplands",0.305235625
"Stevens","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Other Manure on Irrigated Croplands",0.090480307
"Stevens","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Other Manure on Non-Irrigated Croplands",0.305235625
"Stevens","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Sheep Manure on Irrigated Croplands",0.090060731
"Stevens","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Sheep Manure on Non-Irrigated Croplands",0.305235625
"Stevens","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Swine Manure on Irrigated Croplands",0.133633413
"Stevens","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Swine Manure on Non-Irrigated Croplands",0.384828841
"Stevens","Cropland Management","Residue and Tillage Management - No-Till (CPS 329)","329","Intensive Till to No Till or Strip Till on Irrigated Cropland",0.086097929
"Stevens","Cropland Management","Residue and Tillage Management - No-Till (CPS 329)","329","Intensive Till to No Till or Strip Till on Non-Irrigated Cropland",0.162043804
"Stevens","Cropland Management","Residue and Tillage Management - No-Till (CPS 329)","329","Reduced Till to No Till or Strip Till on Irrigated Cropland",0.048143014
"Stevens","Cropland Management","Residue and Tillage Management - No-Till (CPS 329)","329","Reduced Till to No Till or Strip Till on Non-Irrigated Cropland",0.076574675
"Stevens","Cropland Management","Residue and Tillage Management - Reduced Till (CPS 345)","345","Intensive Till to Reduced Till on Irrigated Cropland",0.040680616
"Stevens","Cropland Management","Residue and Tillage Management - Reduced Till (CPS 345)","345","Intensive Till to Reduced Till on Non-Irrigated Cropland",0.106355348
"Stevens","Cropland Management","Stripcropping (CPS 585)","585","Add Perennial Cover Grown in Strips with Irrigated Annual Crops",0.238866404
"Stevens","Cropland Management","Stripcropping (CPS 585)","585","Add Perennial Cover Grown in Strips with Non-Irrigated Annual Crops",0.238866404
"Stevens","Cropland to Herbaceous Cover","Conservation Cover (CPS 327)","327","Convert Irrigated Cropland to Permanent Unfertilized Grass Cover",0.111501263
"Stevens","Cropland to Herbaceous Cover","Conservation Cover (CPS 327)","327","Convert Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.317024518
"Stevens","Cropland to Herbaceous Cover","Conservation Cover (CPS 327)","327","Convert Non-Irrigated Cropland to Permanent Unfertilized Grass Cover",0.220178625
"Stevens","Cropland to Herbaceous Cover","Conservation Cover (CPS 327)","327","Convert Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.919804047
"Stevens","Cropland to Herbaceous Cover","Contour Buffer Strips (CPS 332)","332","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass Cover",0.111501263
"Stevens","Cropland to Herbaceous Cover","Contour Buffer Strips (CPS 332)","332","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.317024518
"Stevens","Cropland to Herbaceous Cover","Contour Buffer Strips (CPS 332)","332","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass Cover",0.220178625
"Stevens","Cropland to Herbaceous Cover","Contour Buffer Strips (CPS 332)","332","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.919804047
"Stevens","Cropland to Herbaceous Cover","Field Border (CPS 386)","386","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass Cover",0.111501263
"Stevens","Cropland to Herbaceous Cover","Field Border (CPS 386)","386","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.317024518
"Stevens","Cropland to Herbaceous Cover","Field Border (CPS 386)","386","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass Cover",0.220178625
"Stevens","Cropland to Herbaceous Cover","Field Border (CPS 386)","386","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.919804047
"Stevens","Cropland to Herbaceous Cover","Filter Strip (CPS 393)","393","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass Cover",0.111501263
"Stevens","Cropland to Herbaceous Cover","Filter Strip (CPS 393)","393","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.317024518
"Stevens","Cropland to Herbaceous Cover","Filter Strip (CPS 393)","393","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass Cover",0.220178625
"Stevens","Cropland to Herbaceous Cover","Filter Strip (CPS 393)","393","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.919804047
"Stevens","Cropland to Herbaceous Cover","Forage and Biomass Planting (CPS 512)","512","Conversion of Annual Cropland to Irrigated Grass/Legume Forage/Biomass Crops",0.667514333
"Stevens","Cropland to Herbaceous Cover","Forage and Biomass Planting (CPS 512)","512","Conversion of Annual Cropland to Non-Irrigated Grass/Legume Forage/Biomass Crops",1.063235423
"Stevens","Cropland to Herbaceous Cover","Grassed Waterway (CPS 412)","412","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass Cover",0.111501263
"Stevens","Cropland to Herbaceous Cover","Grassed Waterway (CPS 412)","412","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.317024518
"Stevens","Cropland to Herbaceous Cover","Grassed Waterway (CPS 412)","412","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass Cover",0.220178625
"Stevens","Cropland to Herbaceous Cover","Grassed Waterway (CPS 412)","412","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.919804047
"Stevens","Cropland to Herbaceous Cover","Herbaceous Wind Barriers (CPS 603)","603","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass Cover",0.111501263
"Stevens","Cropland to Herbaceous Cover","Herbaceous Wind Barriers (CPS 603)","603","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.317024518
"Stevens","Cropland to Herbaceous Cover","Herbaceous Wind Barriers (CPS 603)","603","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass Cover",0.220178625
"Stevens","Cropland to Herbaceous Cover","Herbaceous Wind Barriers (CPS 603)","603","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.919804047
"Stevens","Cropland to Herbaceous Cover","Riparian Herbaceous Cover (CPS 390)","390","Convert Irrigated Cropland to Permanent Unfertilized Grass Cover Near Aquatic Habitats",0.111501263
"Stevens","Cropland to Herbaceous Cover","Riparian Herbaceous Cover (CPS 390)","390","Convert Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover Near Aquatic Habitats",0.317024518
"Stevens","Cropland to Herbaceous Cover","Riparian Herbaceous Cover (CPS 390)","390","Convert Non-Irrigated Cropland to Permanent Unfertilized Grass Cover Near Aquatic Habitats",0.220178625
"Stevens","Cropland to Herbaceous Cover","Riparian Herbaceous Cover (CPS 390)","390","Convert Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover Near Aquatic Habitats",0.919804047
"Stevens","Cropland to Herbaceous Cover","Vegetative Barriers (CPS 601)","601","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass Cover",0.111501263
"Stevens","Cropland to Herbaceous Cover","Vegetative Barriers (CPS 601)","601","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.317024518
"Stevens","Cropland to Herbaceous Cover","Vegetative Barriers (CPS 601)","601","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass Cover",0.220178625
"Stevens","Cropland to Herbaceous Cover","Vegetative Barriers (CPS 601)","601","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.919804047
"Stevens","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Beef Feedlot Manure on Managed Irrigated Pasture",0.043864819
"Stevens","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Beef Feedlot Manure on Managed Non-Irrigated Pasture",0.037985015
"Stevens","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Broiler Manure on Managed Irrigated Pasture",0.014292932
"Stevens","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Broiler Manure on Managed Non-Irrigated Pasture",0.03182735
"Stevens","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Layer Manure on Managed Irrigated Pasture",0.014292932
"Stevens","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Layer Manure on Managed Non-Irrigated Pasture",0.03182735
"Stevens","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 10) on Managed Irrigated Pasture",0.027437331
"Stevens","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 10) on Managed Non-Irrigated Pasture",0.034198694
"Stevens","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 15) on Managed Irrigated Pasture",0.067083439
"Stevens","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 15) on Managed Non-Irrigated Pasture",0.044150237
"Stevens","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 20) on Managed Irrigated Pasture",0.103256145
"Stevens","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 20) on Managed Non-Irrigated Pasture",0.05030756
"Stevens","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 25) on Managed Irrigated Pasture",0.136004075
"Stevens","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 25) on Managed Non-Irrigated Pasture",0.056776519
"Stevens","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Other Manure on Managed Irrigated Pasture",0.043864819
"Stevens","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Other Manure on Managed Non-Irrigated Pasture",0.037985015
"Stevens","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Sheep Manure on Managed Irrigated Pasture",0.043864819
"Stevens","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Sheep Manure on Managed Non-Irrigated Pasture",0.037985015
"Stevens","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Swine Manure on Managed Irrigated Pasture",0.067083439
"Stevens","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Swine Manure on Managed Non-Irrigated Pasture",0.044150237
"Stevens","Grazing Lands","Prescribed Grazing (CPS 528)","528","Grazing Management to Improve Irrigated Pasture Condition",0.018880591
"Stevens","Grazing Lands","Prescribed Grazing (CPS 528)","528","Grazing Management to Improve Rangeland or Non-Irrigated Pasture Condition",0.05039101
"Stevens","Grazing Lands","Range Planting (CPS 550)","550","Seeding Forages to Improve Rangeland Condition",0.502429128
"Stevens","Restoration of Disturbed Lands","Critical Area Planting (CPS 342)","342","Restore Highly Disturbed Areas by Planting Permanent Vegetative Cover",1.898785472
"Stevens","Restoration of Disturbed Lands","Riparian Restoration",,"Restore Degraded Riparian Areas by Planting Woody Plants",2.190283298
"Stevens","Woody Plantings","Hedgerow Planting (CPS 422)","422","Replace a Strip of Cropland with 1 Row of Woody Plants (Conifer)",4.625067207
"Stevens","Woody Plantings","Hedgerow Planting (CPS 422)","422","Replace a Strip of Grassland with 1 Row of Woody Plants (Conifer)",4.326339299
"Stevens","Woody Plantings","Riparian Forest Buffer (CPS 391)","391","Replace a Strip of Cropland Near Watercourses or Water Bodies with Woody Plants (Mixed Hardwoods)",1.463724493
"Stevens","Woody Plantings","Riparian Forest Buffer (CPS 391)","391","Replace a Strip of Grassland Near Watercourses or Water Bodies with Woody Plants (Mixed Hardwoods)",1.164996585
"Stevens","Woody Plantings","Tree/Shrub Establishment (CPS 612)","612","Conversion of Annual Cropland to a Farm Woodlot (Conifer)",5.737554455
"Stevens","Woody Plantings","Tree/Shrub Establishment (CPS 612)","612","Conversion of Grassland to a Farm Woodlot (Conifer)",5.438826548
"Stevens","Woody Plantings","Windbreak/Shelterbelt Establishment (CPS 380)","380","Replace a Strip of Cropland with 1 Row of Woody Plants (Conifer)",4.625067207
"Stevens","Woody Plantings","Windbreak/Shelterbelt Establishment (CPS 380)","380","Replace a Strip of Cropland with 4 Rows of Woody Plants (Hardwood/Conifer)",1.770309764
"Stevens","Woody Plantings","Windbreak/Shelterbelt Establishment (CPS 380)","380","Replace a Strip of Grassland with 1 Row of Woody Plants (Conifer)",4.326339299
"Stevens","Woody Plantings","Windbreak/Shelterbelt Establishment (CPS 380)","380","Replace a Strip of Grassland with 4 Rows of Woody Plants (Hardwood/Conifer)",1.471581856
"Thurston","Cropland Management","Combustion System Improvement (CPS 372)","372","Improved Farm Equipment Fuel Efficiency",0.012145749
"Thurston","Cropland Management","Conservation Crop Rotation (CPS 328)","328","Decrease Fallow Frequency or Add Perennial Crops to Rotations",0.222672067
"Thurston","Cropland Management","Cover Crop (CPS 340)","340","Add Legume Seasonal Cover Crop (with 50% Fertilizer N Reduction) to Irrigated Cropland",0.059053896
"Thurston","Cropland Management","Cover Crop (CPS 340)","340","Add Legume Seasonal Cover Crop (with 50% Fertilizer N Reduction) to Non-Irrigated Cropland",0.013010302
"Thurston","Cropland Management","Cover Crop (CPS 340)","340","Add Legume Seasonal Cover Crop (with 50% Fertilizer N Reduction) to No-Till Irrigated Cropland",0.085961136
"Thurston","Cropland Management","Cover Crop (CPS 340)","340","Add Legume Seasonal Cover Crop (with 50% Fertilizer N Reduction) to No-Till Non-Irrigated Cropland",0.088734706
"Thurston","Cropland Management","Cover Crop (CPS 340)","340","Add Non-Legume Seasonal Cover Crop (with 25% Fertilizer N Reduction) to Irrigated Cropland",-0.030483337
"Thurston","Cropland Management","Cover Crop (CPS 340)","340","Add Non-Legume Seasonal Cover Crop (with 25% Fertilizer N Reduction) to Non-Irrigated Cropland",0.002477036
"Thurston","Cropland Management","Cover Crop (CPS 340)","340","Add Non-Legume Seasonal Cover Crop (with 25% Fertilizer N Reduction) to No-Till Irrigated Cropland",0.005780377
"Thurston","Cropland Management","Cover Crop (CPS 340)","340","Add Non-Legume Seasonal Cover Crop (with 25% Fertilizer N Reduction) to No-Till Non-Irrigated Cropland",0.057426967
"Thurston","Cropland Management","Mulching (CPS 484)","484","Add Mulch to Croplands",0.323076934
"Thurston","Cropland Management","Nutrient Management (CPS 590)","590","Improved N Fertilizer Management on Irrigated Croplands - Reduce Fertilizer Application Rate by 15%",-0.035912268
"Thurston","Cropland Management","Nutrient Management (CPS 590)","590","Improved N Fertilizer Management on Non-Irrigated Croplands - Reduce Fertilizer Application Rate by 15%",0.020467571
"Thurston","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Beef Feedlot Manure on Irrigated Croplands",0.214429344
"Thurston","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Beef Feedlot Manure on Non-Irrigated Croplands",0.188362638
"Thurston","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Broiler Manure on Irrigated Croplands",0.12545536
"Thurston","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Broiler Manure on Non-Irrigated Croplands",0.130950116
"Thurston","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Layer Manure on Irrigated Croplands",0.125455357
"Thurston","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Layer Manure on Non-Irrigated Croplands",0.130950116
"Thurston","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 10) on Irrigated Croplands",0.172316224
"Thurston","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 10) on Non-Irrigated Croplands",0.162630684
"Thurston","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 15) on Irrigated Croplands",0.28037353
"Thurston","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 15) on Non-Irrigated Croplands",0.241565096
"Thurston","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 20) on Irrigated Croplands",0.384610635
"Thurston","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 20) on Non-Irrigated Croplands",0.315024186
"Thurston","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 25) on Irrigated Croplands",0.484991873
"Thurston","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 25) on Non-Irrigated Croplands",0.386940491
"Thurston","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Dairy Manure on Irrigated Croplands",0.21442934
"Thurston","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Dairy Manure on Non-Irrigated Croplands",0.188362638
"Thurston","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Other Manure on Irrigated Croplands",0.21442934
"Thurston","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Other Manure on Non-Irrigated Croplands",0.188362638
"Thurston","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Sheep Manure on Irrigated Croplands",0.216229315
"Thurston","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Sheep Manure on Non-Irrigated Croplands",0.188362638
"Thurston","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Swine Manure on Irrigated Croplands",0.314269085
"Thurston","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Swine Manure on Non-Irrigated Croplands",0.319126741
"Thurston","Cropland Management","Residue and Tillage Management - No-Till (CPS 329)","329","Intensive Till to No Till or Strip Till on Irrigated Cropland",0.177478371
"Thurston","Cropland Management","Residue and Tillage Management - No-Till (CPS 329)","329","Intensive Till to No Till or Strip Till on Non-Irrigated Cropland",0.1835324
"Thurston","Cropland Management","Residue and Tillage Management - No-Till (CPS 329)","329","Reduced Till to No Till or Strip Till on Irrigated Cropland",0.094435585
"Thurston","Cropland Management","Residue and Tillage Management - No-Till (CPS 329)","329","Reduced Till to No Till or Strip Till on Non-Irrigated Cropland",0.117624458
"Thurston","Cropland Management","Residue and Tillage Management - Reduced Till (CPS 345)","345","Intensive Till to Reduced Till on Irrigated Cropland",0.054613568
"Thurston","Cropland Management","Residue and Tillage Management - Reduced Till (CPS 345)","345","Intensive Till to Reduced Till on Non-Irrigated Cropland",0.088976884
"Thurston","Cropland Management","Stripcropping (CPS 585)","585","Add Perennial Cover Grown in Strips with Irrigated Annual Crops",0.238866404
"Thurston","Cropland Management","Stripcropping (CPS 585)","585","Add Perennial Cover Grown in Strips with Non-Irrigated Annual Crops",0.238866404
"Thurston","Cropland to Herbaceous Cover","Conservation Cover (CPS 327)","327","Convert Irrigated Cropland to Permanent Unfertilized Grass Cover",0.164669002
"Thurston","Cropland to Herbaceous Cover","Conservation Cover (CPS 327)","327","Convert Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.500930847
"Thurston","Cropland to Herbaceous Cover","Conservation Cover (CPS 327)","327","Convert Non-Irrigated Cropland to Permanent Unfertilized Grass Cover",0.361596041
"Thurston","Cropland to Herbaceous Cover","Conservation Cover (CPS 327)","327","Convert Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.856015985
"Thurston","Cropland to Herbaceous Cover","Contour Buffer Strips (CPS 332)","332","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass Cover",0.164669002
"Thurston","Cropland to Herbaceous Cover","Contour Buffer Strips (CPS 332)","332","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.500930847
"Thurston","Cropland to Herbaceous Cover","Contour Buffer Strips (CPS 332)","332","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass Cover",0.361596041
"Thurston","Cropland to Herbaceous Cover","Contour Buffer Strips (CPS 332)","332","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.856015985
"Thurston","Cropland to Herbaceous Cover","Field Border (CPS 386)","386","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass Cover",0.164669002
"Thurston","Cropland to Herbaceous Cover","Field Border (CPS 386)","386","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.500930847
"Thurston","Cropland to Herbaceous Cover","Field Border (CPS 386)","386","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass Cover",0.361596041
"Thurston","Cropland to Herbaceous Cover","Field Border (CPS 386)","386","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.856015985
"Thurston","Cropland to Herbaceous Cover","Filter Strip (CPS 393)","393","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass Cover",0.164669002
"Thurston","Cropland to Herbaceous Cover","Filter Strip (CPS 393)","393","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.500930847
"Thurston","Cropland to Herbaceous Cover","Filter Strip (CPS 393)","393","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass Cover",0.361596041
"Thurston","Cropland to Herbaceous Cover","Filter Strip (CPS 393)","393","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.856015985
"Thurston","Cropland to Herbaceous Cover","Forage and Biomass Planting (CPS 512)","512","Conversion of Annual Cropland to Irrigated Grass/Legume Forage/Biomass Crops",1.196464613
"Thurston","Cropland to Herbaceous Cover","Forage and Biomass Planting (CPS 512)","512","Conversion of Annual Cropland to Non-Irrigated Grass/Legume Forage/Biomass Crops",0.919890655
"Thurston","Cropland to Herbaceous Cover","Grassed Waterway (CPS 412)","412","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass Cover",0.164669002
"Thurston","Cropland to Herbaceous Cover","Grassed Waterway (CPS 412)","412","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.500930847
"Thurston","Cropland to Herbaceous Cover","Grassed Waterway (CPS 412)","412","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass Cover",0.361596041
"Thurston","Cropland to Herbaceous Cover","Grassed Waterway (CPS 412)","412","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.856015985
"Thurston","Cropland to Herbaceous Cover","Herbaceous Wind Barriers (CPS 603)","603","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass Cover",0.164669002
"Thurston","Cropland to Herbaceous Cover","Herbaceous Wind Barriers (CPS 603)","603","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.500930847
"Thurston","Cropland to Herbaceous Cover","Herbaceous Wind Barriers (CPS 603)","603","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass Cover",0.361596041
"Thurston","Cropland to Herbaceous Cover","Herbaceous Wind Barriers (CPS 603)","603","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.856015985
"Thurston","Cropland to Herbaceous Cover","Riparian Herbaceous Cover (CPS 390)","390","Convert Irrigated Cropland to Permanent Unfertilized Grass Cover Near Aquatic Habitats",0.164669002
"Thurston","Cropland to Herbaceous Cover","Riparian Herbaceous Cover (CPS 390)","390","Convert Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover Near Aquatic Habitats",0.500930847
"Thurston","Cropland to Herbaceous Cover","Riparian Herbaceous Cover (CPS 390)","390","Convert Non-Irrigated Cropland to Permanent Unfertilized Grass Cover Near Aquatic Habitats",0.361596041
"Thurston","Cropland to Herbaceous Cover","Riparian Herbaceous Cover (CPS 390)","390","Convert Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover Near Aquatic Habitats",0.856015985
"Thurston","Cropland to Herbaceous Cover","Vegetative Barriers (CPS 601)","601","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass Cover",0.164669002
"Thurston","Cropland to Herbaceous Cover","Vegetative Barriers (CPS 601)","601","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.500930847
"Thurston","Cropland to Herbaceous Cover","Vegetative Barriers (CPS 601)","601","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass Cover",0.361596041
"Thurston","Cropland to Herbaceous Cover","Vegetative Barriers (CPS 601)","601","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.856015985
"Thurston","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Beef Feedlot Manure on Managed Irrigated Pasture",0.099549833
"Thurston","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Beef Feedlot Manure on Managed Non-Irrigated Pasture",0.156275463
